customerID,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
"3284-SVCRO",45,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3285-UCQVC",37,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)","Yes"
"3292-PBZEJ",11,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3295-YVUSR",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"3296-SILRA",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"3298-QEICA",23,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Two year","No","Mailed check","No"
"3301-LSLWQ",29,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"3301-VKTGC",68,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)","No"
"3307-TLCUD",17,"No","No phone service","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check","No"
"3308-DGHKL",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No"
"3308-JSGML",59,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"3308-MHOOC",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No"
"3312-UUMZW",32,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"3312-ZWLGF",29,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","No"
"3313-QKNKB",59,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","One year","No","Electronic check","Yes"
"3315-IKYZQ",28,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Mailed check","No"
"3315-TOTBP",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"3316-UWXUY",50,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"3317-HRTNN",5,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","Yes"
"3317-VLGQT",14,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"3318-ISQFQ",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)","No"
"3318-NMQXL",3,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3318-OSATS",35,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3319-DWOEP",6,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3320-VEOYC",14,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3323-CPBWR",23,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)","No"
"3324-OIRTO",71,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"3325-FUYCG",28,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","No","Electronic check","Yes"
"3327-YBAKM",64,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Mailed check","No"
"3329-WDIOK",3,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3331-HQDTW",34,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check","Yes"
"3334-CTHOL",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3336-JORSO",33,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3338-CVVEH",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","No"
"3339-EAQNV",72,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"3340-QBBFM",36,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","No","Credit card (automatic)","No"
"3345-JHUEO",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No"
"3345-PBBFH",8,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"3346-BRMIS",18,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3347-YJZZE",29,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)","No"
"3348-CFRNX",28,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check","Yes"
"3349-ANQNH",59,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check","No"
"3351-NGXYI",16,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"3351-NQLDI",67,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)","Yes"
"3352-ALMCK",40,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check","No"
"3352-RICWQ",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3354-OADJP",8,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)","No"
"3359-DSRKA",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No"
"3363-DTIVD",71,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Electronic check","No"
"3363-EWLGO",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3365-SAIGS",17,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"3370-GQEAL",30,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check","No"
"3370-HXOPH",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","No"
"3372-CDXFJ",13,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No"
"3372-KWFBM",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"3373-DIUUN",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3373-YZZYM",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3374-LXDEV",13,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check","Yes"
"3374-PZLXD",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3374-TTZTK",52,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","No"
"3376-BMGFE",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3378-AJRAO",44,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check","No"
"3384-CTMSF",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3387-PLKUI",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3387-VATUS",5,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3389-KTRXV",23,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3389-YGYAI",8,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3391-JSQEW",40,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"3392-EHMNK",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)","No"
"3393-FMZPV",25,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3396-DKDEL",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"3397-AVTKU",43,"Yes","No","DSL","No","Yes","No","No","No","Yes","Two year","Yes","Electronic check","No"
"3398-FSHON",12,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"3398-GCPMU",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"3398-ZOUAA",21,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"3399-BMLVW",51,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Credit card (automatic)","No"
"3400-ESFUW",55,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)","Yes"
"3401-URHDA",51,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)","No"
"3402-XRIUO",22,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check","No"
"3404-JNXAX",51,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","No"
"3407-JMJQQ",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"3407-QGWLG",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No"
"3410-MHHUM",44,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","No","Electronic check","No"
"3410-YOQBQ",31,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check","No"
"3411-WLRSQ",3,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"3413-BMNZE",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"3413-CSSTH",41,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"3413-DHLPB",60,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"3415-TAILE",2,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check","Yes"
"3417-TSCIC",29,"No","No phone service","DSL","No","No","No","No","No","No","One year","Yes","Mailed check","No"
"3419-SNJJD",65,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","Yes"
"3420-YJLQT",2,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check","No"
"3420-ZDBMA",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"3422-GALYP",2,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"3422-LYEPQ",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"3422-WJOYD",28,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Mailed check","No"
"3423-HHXAO",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","No"
"3424-NMNBO",58,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check","Yes"
"3426-NIYYL",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"3427-GGZZI",19,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"3428-MMGUB",60,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Two year","Yes","Electronic check","No"
"3428-XZMAZ",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"3429-IFLEM",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)","No"
"3439-GVUSX",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"3440-JPSCL",6,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","Yes"
"3441-CGZJH",43,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"3442-ZHHCC",68,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)","No"
"3445-HXXGF",58,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"3446-QDSZF",4,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Credit card (automatic)","No"
"3450-WXOAT",46,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"3451-VAWLI",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"3452-ABWRL",47,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No"
"3452-FLHYD",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","No"
"3452-GWUIN",19,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3452-SRFEG",49,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"3453-RTHJQ",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
